name,gender,total_years,peak_year,peak_count,decade
Maebry,F,1,2013,5,2010
Mahari,F,1,2013,6,2010
Makenlee,F,1,2013,5,2010
Makynzee,F,1,2013,5,2010
Mantej,M,1,2013,5,2010
Marcjacob,M,1,2013,5,2010
Mataio,M,1,2013,8,2010
Mathea,F,1,2013,5,2010
Mayalen,F,1,2013,6,2010
Mckinzee,F,1,2013,5,2010
Merit,F,1,2013,5,2010
Morrissey,M,1,2013,5,2010
Mulan,F,1,2013,5,2010
Mung,M,1,2013,5,2010
Naba,F,1,2013,5,2010
Nandan,M,1,2013,5,2010
Nayden,M,1,2013,5,2010
Ngawang,F,1,2013,6,2010
Nihal,F,1,2013,5,2010
Nirvi,F,1,2013,5,2010
Noey,M,1,2013,5,2010
Nyelli,F,1,2013,5,2010
Nyx,F,1,2013,5,2010
Oaks,M,1,2013,6,2010
Ondine,F,1,2013,5,2010
Oswin,M,1,2013,5,2010
Owais,M,1,2013,5,2010
Pate,M,1,2013,6,2010
Payzlee,F,1,2013,6,2010
Pema,F,1,2013,5,2010
Pesha,F,1,2013,5,2010
Quetzally,F,1,2013,5,2010
Raaina,F,1,2013,6,2010
Rael,F,1,2013,6,2010
Raeley,F,1,2013,5,2010
Raidyn,M,1,2013,6,2010
Rayland,M,1,2013,5,2010
Raziyah,F,1,2013,5,2010
Reemas,F,1,2013,5,2010
Remas,F,1,2013,5,2010
Renesmae,F,1,2013,7,2010
Renesme,F,1,2013,5,2010
Retal,F,1,2013,5,2010
Rhylan,M,1,2013,9,2010
Riddhima,F,1,2013,5,2010
Ridhaan,M,1,2013,5,2010
Roniel,M,1,2013,6,2010
Rosaleigh,F,1,2013,5,2010
Rowyn,M,1,2013,5,2010
Rozalynn,F,1,2013,5,2010
Ryman,M,1,2013,7,2010
Saatvik,M,1,2013,6,2010
Sagan,M,1,2013,5,2010
Sakai,M,1,2013,5,2010
Samora,F,1,2013,6,2010
Samreen,F,1,2013,6,2010
Saraiya,F,1,2013,5,2010
Saud,M,1,2013,7,2010
Seeley,M,1,2013,5,2010
Serenitee,F,1,2013,6,2010
Seylah,F,1,2013,6,2010
Shaily,F,1,2013,5,2010
Shanzay,F,1,2013,5,2010
Shreyansh,M,1,2013,5,2010
Shrihan,M,1,2013,5,2010
Shuaib,M,1,2013,5,2010
Sila,F,1,2013,5,2010
Simrit,F,1,2013,6,2010
Sirenity,F,1,2013,5,2010
Sirius,M,1,2013,6,2010
Skylan,F,1,2013,5,2010
Solstice,F,1,2013,5,2010
Starlynn,F,1,2013,6,2010
Stavro,M,1,2013,5,2010
Stellarose,F,1,2013,6,2010
Tameem,M,1,2013,6,2010
Teniola,F,1,2013,6,2010
Thayer,M,1,2013,5,2010
Townsend,M,1,2013,5,2010
Tuck,M,1,2013,5,2010
Urias,M,1,2013,5,2010
Vaishnav,M,1,2013,5,2010
Vivia,F,1,2013,5,2010
Volf,M,1,2013,5,2010
Vonn,M,1,2013,5,2010
Whittaker,M,1,2013,5,2010
Wiley,F,1,2013,5,2010
Xayla,F,1,2013,5,2010
Xoey,F,1,2013,5,2010
Yago,M,1,2013,5,2010
Yahshua,M,1,2013,5,2010
Yaroslav,M,1,2013,5,2010
Yaziel,M,1,2013,6,2010
Yeiden,M,1,2013,6,2010
Yeila,F,1,2013,6,2010
Yossef,M,1,2013,6,2010
Yussuf,M,1,2013,5,2010
Zacariah,M,1,2013,7,2010
Zaidee,F,1,2013,5,2010
Zanae,F,1,2013,5,2010
Zaybree,F,1,2013,5,2010
Zayed,M,1,2013,5,2010
Zayvien,M,1,2013,6,2010
Zephyr,F,1,2013,6,2010
Zerenity,F,1,2013,9,2010
Zimere,M,1,2013,5,2010
Zinachidi,F,1,2013,5,2010
Ziv,M,1,2013,5,2010
Zoelle,F,1,2013,6,2010
Zunaira,F,1,2013,5,2010
Zyren,M,1,2013,6,2010
Aadhav,M,1,2014,6,2010
Aahna,F,1,2014,7,2010
Aalaya,F,1,2014,5,2010
Aaria,F,1,2014,5,2010
Aarini,F,1,2014,6,2010
Aariv,M,1,2014,8,2010
Aarvi,F,1,2014,5,2010
Aaryav,M,1,2014,5,2010
Aashvi,F,1,2014,7,2010
Aayansh,M,1,2014,5,2010
Abdihafid,M,1,2014,5,2010
Abdikadir,M,1,2014,6,2010
Abdiqani,M,1,2014,5,2010
Aceyn,M,1,2014,5,2010
Ackley,M,1,2014,5,2010
Adalind,F,1,2014,9,2010
Addalie,F,1,2014,5,2010
Aderinsola,F,1,2014,5,2010
Adhara,F,1,2014,5,2010
Adonijah,M,1,2014,5,2010
Adore,F,1,2014,7,2010
Advith,M,1,2014,5,2010
Afsheen,F,1,2014,8,2010
Ahyan,M,1,2014,5,2010
Ailah,F,1,2014,5,2010
Ainhoa,F,1,2014,5,2010
Ajooni,F,1,2014,5,2010
Alayzia,F,1,2014,5,2010
Alazne,F,1,2014,5,2010
Aleiya,F,1,2014,5,2010
Aleyza,F,1,2014,13,2010
Alii,M,1,2014,5,2010
Alik,F,1,2014,5,2010
Alisher,M,1,2014,5,2010
Allyzon,F,1,2014,5,2010
Amilah,F,1,2014,6,2010
Amirjon,M,1,2014,6,2010
Amjad,M,1,2014,5,2010
Amzie,F,1,2014,6,2010
Anabeth,F,1,2014,8,2010
Analaya,F,1,2014,6,2010
Analynn,F,1,2014,5,2010
Anisjon,M,1,2014,6,2010
Annora,F,1,2014,5,2010
Anwita,F,1,2014,5,2010
Apolo,M,1,2014,5,2010
Areesha,F,1,2014,6,2010
Arihant,M,1,2014,5,2010
Arliz,F,1,2014,6,2010
Arna,F,1,2014,5,2010
Arohi,F,1,2014,7,2010
Arrow,F,1,2014,6,2010
Arshiya,F,1,2014,5,2010
Asadbek,M,1,2014,6,2010
Asenet,F,1,2014,6,2010
Aseneth,F,1,2014,7,2010
Ashot,M,1,2014,6,2010
Ashrith,M,1,2014,6,2010
Asiah,M,1,2014,5,2010
Asmi,F,1,2014,5,2010
Atarah,F,1,2014,5,2010
Atlas,F,1,2014,5,2010
Atleigh,F,1,2014,5,2010
Auriella,F,1,2014,5,2010
Avelynn,F,1,2014,6,2010
Avionna,F,1,2014,6,2010
Aviya,F,1,2014,5,2010
Avriana,F,1,2014,7,2010
Avyukt,M,1,2014,5,2010
Axxel,M,1,2014,6,2010
Ayansh,M,1,2014,7,2010
Ayriana,F,1,2014,5,2010
Azaliah,F,1,2014,5,2010
Azarias,M,1,2014,6,2010
Azayla,F,1,2014,5,2010
Azel,M,1,2014,5,2010
Azimjon,M,1,2014,5,2010
Bader,M,1,2014,5,2010
Bayler,M,1,2014,5,2010
Behruz,M,1,2014,6,2010
Beily,F,1,2014,6,2010
Bethania,F,1,2014,5,2010
Blaize,F,1,2014,5,2010
Blakeleigh,F,1,2014,7,2010
Blyss,F,1,2014,5,2010
Bradleigh,F,1,2014,7,2010
Breina,F,1,2014,5,2010
Brevyn,M,1,2014,5,2010
Briniyah,F,1,2014,5,2010
Brynnleigh,F,1,2014,5,2010
Caeson,M,1,2014,5,2010
Cali,M,1,2014,6,2010
Callyn,F,1,2014,5,2010
Cashlynn,F,1,2014,5,2010
Caspar,M,1,2014,5,2010
Cathaleya,F,1,2014,5,2010
Chukwuebuka,M,1,2014,5,2010
Ciel,M,1,2014,5,2010
Ciela,F,1,2014,6,2010
Collier,F,1,2014,5,2010
Corley,F,1,2014,5,2010
Corra,F,1,2014,5,2010
Cosima,F,1,2014,6,2010
Cotton,M,1,2014,5,2010
Creek,M,1,2014,7,2010
Crixus,M,1,2014,5,2010
Crosby,F,1,2014,5,2010
Crosley,M,1,2014,12,2010
Cyriah,F,1,2014,5,2010
Cyrine,F,1,2014,7,2010
Dailynn,F,1,2014,5,2010
Dalary,F,1,2014,53,2010
Dalayza,F,1,2014,9,2010
Daleisa,F,1,2014,6,2010
Daleiza,F,1,2014,10,2010
Dariya,F,1,2014,5,2010
Davanee,F,1,2014,5,2010
Daxten,M,1,2014,6,2010
Decklyn,F,1,2014,5,2010
Dekker,M,1,2014,7,2010
Deklin,M,1,2014,6,2010
Deklyn,M,1,2014,6,2010
Deleyza,F,1,2014,5,2010
Dexton,M,1,2014,5,2010
Dhyan,M,1,2014,5,2010
Draden,M,1,2014,5,2010
Dream,M,1,2014,6,2010
Eevee,F,1,2014,5,2010
Eisen,M,1,2014,7,2010
Eivin,M,1,2014,6,2010
Elara,F,1,2014,5,2010
Eleen,F,1,2014,5,2010
Eleonor,F,1,2014,7,2010
Eliav,M,1,2014,5,2010
Ellarose,F,1,2014,5,2010
Elliemae,F,1,2014,5,2010
Ellington,M,1,2014,8,2010
Elmin,M,1,2014,5,2010
Emersyn,M,1,2014,5,2010
Emmarae,F,1,2014,5,2010
Erabella,F,1,2014,5,2010
Erielle,F,1,2014,6,2010
Esiah,M,1,2014,5,2010
Evaleigh,F,1,2014,5,2010
Evalin,F,1,2014,5,2010
Everett,F,1,2014,6,2010
Everlie,F,1,2014,6,2010
Evoleht,F,1,2014,6,2010
Eyleen,F,1,2014,5,2010
Eyoel,M,1,2014,5,2010
Ezel,M,1,2014,5,2010
Ezrael,M,1,2014,5,2010
Falcon,M,1,2014,5,2010
Fariza,F,1,2014,5,2010
Fateh,M,1,2014,14,2010
Feynman,M,1,2014,9,2010
Fin,M,1,2014,5,2010
Findlay,M,1,2014,6,2010
Fiora,F,1,2014,6,2010
Gabrian,M,1,2014,5,2010
Gaius,M,1,2014,5,2010
Germani,F,1,2014,5,2010
Gleb,M,1,2014,5,2010
Godson,M,1,2014,5,2010
Gorgeous,F,1,2014,5,2010
Graceyn,F,1,2014,6,2010
Graison,M,1,2014,5,2010
Gray,F,1,2014,6,2010
Graycie,F,1,2014,5,2010
Greenley,F,1,2014,5,2010
Grettell,F,1,2014,5,2010
Gurfateh,M,1,2014,9,2010
Gurjot,F,1,2014,5,2010
Gursirat,F,1,2014,5,2010
Hajj,M,1,2014,5,2010
Haloa,M,1,2014,8,2010
Hamad,M,1,2014,5,2010
Hannaley,F,1,2014,6,2010
Harleyquinn,F,1,2014,5,2010
Harlym,F,1,2014,5,2010
Hartlee,F,1,2014,6,2010
Harveer,M,1,2014,5,2010
Hayes,F,1,2014,7,2010
Haze,M,1,2014,5,2010
Heer,F,1,2014,6,2010
Hendrix,F,1,2014,5,2010
Hinaea,F,1,2014,5,2010
Hiyab,F,1,2014,5,2010
Hossain,M,1,2014,5,2010
Hunt,M,1,2014,5,2010
Icey,F,1,2014,5,2010
Iktan,M,1,2014,6,2010
Ilay,M,1,2014,5,2010
Indy,F,1,2014,6,2010
Insiya,F,1,2014,6,2010
Ireoluwa,F,1,2014,6,2010
Iyan,M,1,2014,5,2010
Jaanvi,F,1,2014,5,2010
Jaise,M,1,2014,5,2010
Jakye,M,1,2014,5,2010
Jalayna,F,1,2014,6,2010
Jameis,M,1,2014,8,2010
Jasani,F,1,2014,5,2010
Jasher,M,1,2014,5,2010
Jasneet,F,1,2014,9,2010
Jasyah,M,1,2014,5,2010
Jaxtin,M,1,2014,5,2010
Jaxxson,M,1,2014,5,2010
Jayceion,M,1,2014,7,2010
Jaydalynn,F,1,2014,5,2010
Jayjay,M,1,2014,5,2010
Jenisha,F,1,2014,5,2010
Jenisis,F,1,2014,5,2010
Jetson,M,1,2014,6,2010
Jettson,M,1,2014,7,2010
Jeylen,F,1,2014,5,2010
Jeyren,M,1,2014,5,2010
Jhene,F,1,2014,7,2010
Jleigh,F,1,2014,5,2010
Jonibek,M,1,2014,5,2010
Joud,F,1,2014,6,2010
Kabeer,M,1,2014,5,2010
Kacelyn,F,1,2014,5,2010
Kaikane,M,1,2014,7,2010
Kaisyn,M,1,2014,5,2010
Kal,M,1,2014,5,2010
Kalev,M,1,2014,5,2010
Kaliyanei,F,1,2014,5,2010
Kamilo,M,1,2014,6,2010
Karolynn,F,1,2014,5,2010
Kartier,M,1,2014,6,2010
Kasai,M,1,2014,5,2010
Kaston,M,1,2014,5,2010
Katniss,F,1,2014,7,2010
Kavir,M,1,2014,5,2010
Kaylonnie,F,1,2014,5,2010
Kendalynn,F,1,2014,7,2010
Kensli,F,1,2014,5,2010
Keo,M,1,2014,5,2010
Keyden,M,1,2014,5,2010
Keyleen,F,1,2014,6,2010
Khalessi,F,1,2014,5,2010
Kharter,M,1,2014,6,2010
Khiara,F,1,2014,5,2010
Khizar,M,1,2014,5,2010
Khristian,F,1,2014,5,2010
Khyren,M,1,2014,6,2010
Kinzleigh,F,1,2014,8,2010
Kitai,M,1,2014,9,2010
Klyde,M,1,2014,5,2010
Knoah,M,1,2014,8,2010
Kolette,F,1,2014,5,2010
Kroy,M,1,2014,5,2010
Kynzlie,F,1,2014,5,2010
Kyro,M,1,2014,6,2010
Labella,F,1,2014,5,2010
Lakely,F,1,2014,8,2010
Lamiah,F,1,2014,5,2010
Lanah,F,1,2014,6,2010
Lander,M,1,2014,5,2010
Lareen,F,1,2014,6,2010
Lavaeh,F,1,2014,5,2010
Lavi,M,1,2014,5,2010
Layani,F,1,2014,5,2010
Laykin,F,1,2014,5,2010
Leanah,F,1,2014,5,2010
Lenox,F,1,2014,5,2010
Leoni,F,1,2014,9,2010
Leviathan,M,1,2014,6,2010
Levii,M,1,2014,5,2010
Leyland,M,1,2014,5,2010
Liara,F,1,2014,6,2010
Liliah,F,1,2014,5,2010
Lio,M,1,2014,6,2010
Liviana,F,1,2014,6,2010
Livvy,F,1,2014,5,2010
Llewyn,M,1,2014,7,2010
Lochlyn,F,1,2014,5,2010
Lunabella,F,1,2014,5,2010
Lynden,F,1,2014,6,2010
Lynnox,F,1,2014,6,2010
Lyrical,F,1,2014,5,2010
Macallan,M,1,2014,6,2010
Madeleyn,F,1,2014,18,2010
Mahjabeen,F,1,2014,5,2010
Maisey,F,1,2014,6,2010
Maizee,F,1,2014,6,2010
Maizen,M,1,2014,5,2010
Majd,M,1,2014,9,2010
Makenlie,F,1,2014,5,2010
Malone,F,1,2014,8,2010
Man,F,1,2014,5,2010
Manvi,F,1,2014,5,2010
Marcuz,M,1,2014,5,2010
Mariaemilia,F,1,2014,5,2010
Marigold,F,1,2014,7,2010
Marybella,F,1,2014,6,2010
Masson,M,1,2014,5,2010
Mathayus,M,1,2014,5,2010
Maveric,M,1,2014,8,2010
Maxen,M,1,2014,6,2010
Mayank,M,1,2014,5,2010
Maytte,F,1,2014,8,2010
Mccrae,M,1,2014,5,2010
Meelah,F,1,2014,5,2010
Mehr,F,1,2014,6,2010
Meila,F,1,2014,5,2010
Merrik,M,1,2014,6,2010
Messi,M,1,2014,5,2010
Miklo,M,1,2014,5,2010
Mills,F,1,2014,5,2010
Milynn,F,1,2014,6,2010
Mirakle,F,1,2014,5,2010
Miral,F,1,2014,5,2010
Mirielle,F,1,2014,5,2010
Miron,M,1,2014,5,2010
Miroslav,M,1,2014,5,2010
Misk,F,1,2014,5,2010
Mithra,F,1,2014,6,2010
Mourad,M,1,2014,5,2010
Muhammadali,M,1,2014,9,2010
Mujtaba,M,1,2014,6,2010
Munachiso,F,1,2014,5,2010
Munirah,F,1,2014,5,2010
Naava,F,1,2014,6,2010
Nadezhda,F,1,2014,5,2010
Nahlia,F,1,2014,5,2010
Naiovy,F,1,2014,5,2010
Namirah,F,1,2014,5,2010
Navarro,M,1,2014,6,2010
Navey,F,1,2014,5,2010
Navie,F,1,2014,6,2010
Nawaal,F,1,2014,5,2010
Nayvie,F,1,2014,5,2010
Nero,M,1,2014,5,2010
Nevaan,M,1,2014,5,2010
Niang,F,1,2014,5,2010
Nihira,F,1,2014,6,2010
Nijah,M,1,2014,5,2010
Nirvan,M,1,2014,5,2010
Noahjames,M,1,2014,5,2010
Noeh,M,1,2014,6,2010
Nori,F,1,2014,9,2010
Novaleigh,F,1,2014,5,2010
Oak,M,1,2014,7,2010
Oliana,F,1,2014,6,2010
Oluwadamilola,F,1,2014,6,2010
Oluwadarasimi,M,1,2014,5,2010
Oluwademilade,F,1,2014,5,2010
Oluwanifemi,F,1,2014,5,2010
Oluwanifemi,M,1,2014,6,2010
Oluwatomisin,F,1,2014,7,2010
Omran,M,1,2014,6,2010
Othniel,M,1,2014,7,2010
Paxtyn,F,1,2014,8,2010
Payslee,F,1,2014,8,2010
Pennelope,F,1,2014,6,2010
Posey,F,1,2014,6,2010
Prajna,F,1,2014,5,2010
Prynce,M,1,2014,6,2010
Quetzal,F,1,2014,5,2010
Quinlyn,F,1,2014,5,2010
Rani,M,1,2014,5,2010
Raynav,M,1,2014,5,2010
Reeva,F,1,2014,7,2010
Remmy,M,1,2014,13,2010
Retaj,F,1,2014,6,2010
Reygan,F,1,2014,5,2010
Rheya,F,1,2014,6,2010
Rhythm,M,1,2014,5,2010
Ridley,F,1,2014,7,2010
Rihaan,M,1,2014,6,2010
Riham,F,1,2014,5,2010
Rion,F,1,2014,5,2010
Rivan,M,1,2014,6,2010
Robben,M,1,2014,6,2010
Roczen,M,1,2014,5,2010
Romaisa,F,1,2014,5,2010
Roselie,F,1,2014,5,2010
Rosha,F,1,2014,6,2010
Rossi,F,1,2014,5,2010
Roston,M,1,2014,6,2010
Royale,F,1,2014,6,2010
Roze,F,1,2014,5,2010
Rumaysa,F,1,2014,5,2010
Rustyn,M,1,2014,6,2010
Ryker,F,1,2014,6,2010
Safina,F,1,2014,5,2010
Sahas,M,1,2014,5,2010
Samhitha,F,1,2014,5,2010
Samyak,M,1,2014,5,2010
Sarim,M,1,2014,7,2010
Savreen,F,1,2014,5,2010
Savvy,F,1,2014,9,2010
Sema,F,1,2014,5,2010
Setayesh,F,1,2014,5,2010
Sevyn,M,1,2014,7,2010
Shmeil,M,1,2014,5,2010
Shohjahon,M,1,2014,6,2010
Skylan,M,1,2014,5,2010
Sloka,F,1,2014,5,2010
Solyana,F,1,2014,5,2010
Sophiagrace,F,1,2014,5,2010
Stassi,F,1,2014,5,2010
Sufyan,M,1,2014,8,2010
Surveen,F,1,2014,8,2010
Syaire,M,1,2014,7,2010
Tahari,F,1,2014,5,2010
Tamryn,F,1,2014,5,2010
Taniela,M,1,2014,9,2010
Tanveer,M,1,2014,5,2010
Tayzlee,F,1,2014,5,2010
Telia,F,1,2014,5,2010
Temiloluwa,F,1,2014,5,2010
Temur,M,1,2014,5,2010
Theia,F,1,2014,7,2010
Tinlee,F,1,2014,5,2010
Tinleigh,F,1,2014,8,2010
Tiwatope,F,1,2014,5,2010
Tobi,M,1,2014,5,2010
Toryn,M,1,2014,5,2010
Trask,M,1,2014,5,2010
Trigger,M,1,2014,6,2010
Tycho,M,1,2014,6,2010
Tyke,M,1,2014,5,2010
Tzivi,F,1,2014,5,2010
Ulyana,F,1,2014,5,2010
Umme,F,1,2014,7,2010
Vaani,F,1,2014,5,2010
Varick,M,1,2014,5,2010
Varshini,F,1,2014,5,2010
Varvara,F,1,2014,7,2010
Vasilisa,F,1,2014,5,2010
Veera,F,1,2014,8,2010
Videl,F,1,2014,5,2010
Vin,M,1,2014,5,2010
Virat,M,1,2014,8,2010
Viyan,M,1,2014,6,2010
Waris,M,1,2014,6,2010
Wesam,M,1,2014,5,2010
Weslie,F,1,2014,5,2010
Weslyn,F,1,2014,6,2010
Whitman,M,1,2014,5,2010
Wylie,F,1,2014,5,2010
Wynn,F,1,2014,5,2010
Xaylee,F,1,2014,6,2010
Xion,M,1,2014,6,2010
Xylia,F,1,2014,5,2010
Yamato,M,1,2014,5,2010
Yaneisy,F,1,2014,6,2010
Yanis,M,1,2014,6,2010
Yaxiel,M,1,2014,5,2010
Yazaira,F,1,2014,10,2010
Yazleemar,F,1,2014,7,2010
Yichen,M,1,2014,8,2010
Yihan,F,1,2014,5,2010
Yihan,M,1,2014,5,2010
Yilia,F,1,2014,5,2010
Yonason,M,1,2014,7,2010
Yoyo,F,1,2014,6,2010
Zahro,F,1,2014,5,2010
Zailyn,M,1,2014,5,2010
Zaiya,F,1,2014,5,2010
Zaliah,F,1,2014,5,2010
Zanayah,F,1,2014,5,2010
Zanna,F,1,2014,8,2010
Zareena,F,1,2014,5,2010
Zariel,F,1,2014,5,2010
Zavior,M,1,2014,5,2010
Zayvian,M,1,2014,6,2010
Zayyan,M,1,2014,5,2010
Zebastian,M,1,2014,7,2010
Zeniyah,F,1,2014,6,2010
Zixuan,F,1,2014,6,2010
Zlatan,M,1,2014,5,2010
Zoejane,F,1,2014,6,2010
Zorawar,M,1,2014,7,2010
Zosia,F,1,2014,9,2010
